decision_id,assignment_rank,is_primary,parse_status,isic_code,isic_level,description,section,section_description,division,division_description,group,group_description,reference_version,source_token
Italy_140,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_141,1,1,MATCHED,63,DIVISION,Information service activities,J,Information and communication,63,Information service activities,,,3de77d05ace5,63
Italy_137,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_143,1,1,MATCHED,94,DIVISION,Activities of membership organizations,S,Other service activities,94,Activities of membership organizations,,,3de77d05ace5,94
Italy_144,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Italy_142,1,1,MATCHED,J,SECTION,Information and communication,J,Information and communication,,,,,3de77d05ace5,J
Italy_146,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_148,1,1,MATCHED,4711,CLASS,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialized stores,3de77d05ace5,4711
Italy_147,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_145,1,1,MATCHED,6209,CLASS,Other information technology and computer service activities,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,6209
Italy_150,1,1,MATCHED,731,GROUP,Advertising,M,"Professional, scientific and technical activities",73,Advertising and market research,731,Advertising,3de77d05ace5,731
Italy_149,1,1,MATCHED,J,SECTION,Information and communication,J,Information and communication,,,,,3de77d05ace5,J
Italy_151,1,1,MATCHED,6201,CLASS,Computer programming activities,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,6201
Italy_152,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_153,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_157,1,1,MATCHED,68,DIVISION,Real estate activities,L,Real estate activities,68,Real estate activities,,,3de77d05ace5,68
Italy_154,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_156,1,1,MATCHED,63,DIVISION,Information service activities,J,Information and communication,63,Information service activities,,,3de77d05ace5,63
Italy_155,1,1,MATCHED,4711,CLASS,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialized stores,3de77d05ace5,4711
Italy_158,1,1,MATCHED,6419,CLASS,Other monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,6419
Italy_159,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_161,1,1,MATCHED,4799,CLASS,"Other retail sale not in stores, stalls or markets",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",3de77d05ace5,4799
Italy_164,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_160,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_162,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_165,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_167,1,1,MATCHED,4771,CLASS,"Retail sale of clothing, footwear and leather articles in specialized stores",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",477,Retail sale of other goods in specialized stores,3de77d05ace5,4771
Italy_163,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Italy_166,1,1,MATCHED,8130,CLASS,Landscape care and maintenance service activities,N,Administrative and support service activities,81,Services to buildings and landscape activities,813,Landscape care and maintenance service activities,3de77d05ace5,8130
Italy_168,1,1,MATCHED,5813,CLASS,"Publishing of newspapers, journals and periodicals",J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5813
Italy_170,1,1,MATCHED,5221,CLASS,Service activities incidental to land transportation,H,Transportation and storage,52,Warehousing and support activities for transportation,522,Support activities for transportation,3de77d05ace5,5221
Italy_171,1,1,MATCHED,4711,CLASS,"Retail sale in non-specialized stores with food, beverages or tobacco predominating",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",471,Retail sale in non-specialized stores,3de77d05ace5,4711
Italy_176,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_172,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_178,1,1,MATCHED,6110,CLASS,Wired telecommunications activities,J,Information and communication,61,Telecommunications,611,Wired telecommunications activities,3de77d05ace5,6110
Italy_177,1,1,MATCHED,8129,CLASS,Other building and industrial cleaning activities,N,Administrative and support service activities,81,Services to buildings and landscape activities,812,Cleaning activities,3de77d05ace5,8129
Italy_179,1,1,MATCHED,8610,CLASS,Hospital activities,Q,Human health and social work activities,86,Human health activities,861,Hospital activities,3de77d05ace5,8610
Italy_180,1,1,MATCHED,6311,CLASS,"Data processing, hosting and related activities",J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",3de77d05ace5,6311
Italy_184,1,1,MATCHED,J,SECTION,Information and communication,J,Information and communication,,,,,3de77d05ace5,J
Italy_182,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_183,1,1,MATCHED,4791,CLASS,Retail sale via mail order houses or via Internet,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",3de77d05ace5,4791
Italy_189,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_186,1,1,MATCHED,6120,CLASS,Wireless telecommunications activities,J,Information and communication,61,Telecommunications,612,Wireless telecommunications activities,3de77d05ace5,6120
Italy_191,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Italy_193,1,1,MATCHED,8690,CLASS,Other human health activities,Q,Human health and social work activities,86,Human health activities,869,Other human health activities,3de77d05ace5,8690
Italy_190,1,1,MATCHED,4799,CLASS,"Other retail sale not in stores, stalls or markets",G,Wholesale and retail trade; repair of motor vehicles and motorcycles,47,"Retail trade, except of motor vehicles and motorcycles",479,"Retail trade not in stores, stalls or markets",3de77d05ace5,4799
Italy_194,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_195,1,1,MATCHED,J,SECTION,Information and communication,J,Information and communication,,,,,3de77d05ace5,J
Italy_197,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Italy_198,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_196,1,1,MATCHED,49,DIVISION,Land transport and transport via pipelines,H,Transportation and storage,49,Land transport and transport via pipelines,,,3de77d05ace5,49
Italy_201,1,1,MATCHED,J,SECTION,Information and communication,J,Information and communication,,,,,3de77d05ace5,J
Italy_200,1,1,MATCHED,J,SECTION,Information and communication,J,Information and communication,,,,,3de77d05ace5,J
Italy_199,1,1,MATCHED,35,DIVISION,"Electricity, gas, steam and air conditioning supply",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",,,3de77d05ace5,35
Italy_203,1,1,MATCHED,5610,CLASS,Restaurants and mobile food service activities,I,Accommodation and food service activities,56,Food and beverage service activities,561,Restaurants and mobile food service activities,3de77d05ace5,5610
Italy_204,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_202,1,1,MATCHED,8220,CLASS,Activities of call centres,N,Administrative and support service activities,82,"Office administrative, office support and other business support activities",822,Activities of call centres,3de77d05ace5,8220
Italy_205,1,1,MATCHED,6201,CLASS,Computer programming activities,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,6201
Italy_207,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
Italy_210,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_209,1,1,MATCHED,8620,CLASS,Medical and dental practice activities,Q,Human health and social work activities,86,Human health activities,862,Medical and dental practice activities,3de77d05ace5,8620
Italy_206,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_208,1,1,MATCHED,861,GROUP,Hospital activities,Q,Human health and social work activities,86,Human health activities,861,Hospital activities,3de77d05ace5,861
Italy_211,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_212,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_213,1,1,MATCHED,35,DIVISION,"Electricity, gas, steam and air conditioning supply",D,"Electricity, gas, steam and air conditioning supply",35,"Electricity, gas, steam and air conditioning supply",,,3de77d05ace5,35
Italy_215,1,1,MATCHED,641,GROUP,Monetary intermediation,K,Financial and insurance activities,64,"Financial service activities, except insurance and pension funding",641,Monetary intermediation,3de77d05ace5,641
Italy_214,1,1,MATCHED,6201,CLASS,Computer programming activities,J,Information and communication,62,"Computer programming, consultancy and related activities",620,"Computer programming, consultancy and related activities",3de77d05ace5,6201
Italy_216,1,1,MATCHED,62,DIVISION,"Computer programming, consultancy and related activities",J,Information and communication,62,"Computer programming, consultancy and related activities",,,3de77d05ace5,62
Italy_217,1,1,MATCHED,2660,CLASS,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",C,Manufacturing,26,"Manufacture of computer, electronic and optical products",266,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",3de77d05ace5,2660
Italy_218,,0,UNRECOGNIZED,NOT_MENTIONED,UNKNOWN,,,,,,,,3de77d05ace5,NOT_MENTIONED
Italy_219,1,1,MATCHED,3312,CLASS,Repair of machinery,C,Manufacturing,33,Repair and installation of machinery and equipment,331,"Repair of fabricated metal products, machinery and equipment",3de77d05ace5,3312
Italy_220,1,1,MATCHED,6311,CLASS,"Data processing, hosting and related activities",J,Information and communication,63,Information service activities,631,"Data processing, hosting and related activities; web portals",3de77d05ace5,6311
Italy_224,1,1,MATCHED,4921,CLASS,Urban and suburban passenger land transport,H,Transportation and storage,49,Land transport and transport via pipelines,492,Other land transport,3de77d05ace5,4921
Italy_223,1,1,MATCHED,3811,CLASS,Collection of non-hazardous waste,E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",381,Waste collection,3de77d05ace5,3811
Italy_225,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_226,1,1,MATCHED,5811,CLASS,Book publishing,J,Information and communication,58,Publishing activities,581,"Publishing of books, periodicals and other publishing activities",3de77d05ace5,5811
Italy_221,1,1,MATCHED,38,DIVISION,"Waste collection, treatment and disposal activities; materials recovery",E,"Water supply; sewerage, waste management and remediation activities",38,"Waste collection, treatment and disposal activities; materials recovery",,,3de77d05ace5,38
Italy_222,1,1,MATCHED,86,DIVISION,Human health activities,Q,Human health and social work activities,86,Human health activities,,,3de77d05ace5,86
Italy_227,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_228,1,1,MATCHED,Q,SECTION,Human health and social work activities,Q,Human health and social work activities,,,,,3de77d05ace5,Q
Italy_231,,0,UNRECOGNIZED,STRING,UNKNOWN,,,,,,,,3de77d05ace5,STRING
Italy_234,1,1,MATCHED,8411,CLASS,General public administration activities,O,Public administration and defence; compulsory social security,84,Public administration and defence; compulsory social security,841,Administration of the State and the economic and social policy of the community,3de77d05ace5,8411
