community,members
2367,q36_text_The_defendant_repeatedly_disclosed_lists_of_debtors_by_apartment_number_via_email_and_on_a_bulletin_board_violating_confidentiality_under_Article_5_1_f_GDPR_as_this_was_not_done_under_the_specific_circumstances_permitted_by_the_Horizontal_Property_Law
2368,q36_text_The_defendant_published_personal_data_online_without_a_lawful_basis_violating_principles_of_lawfulness_fairness_transparency_and_security
2369,q36_text_The_defendant_published_lists_of_debtor_and_non_debtor_owners_on_community_bulletin_boards_including_personal_data_violating_Article_5_1_f_GDPR_due_to_inadequate_security_measures_exposing_data_to_unauthorized_viewing
2370,q36_text_The_defendant_processed_voice_data_without_a_lawful_basis_under_Article_6_GDPR_as_recording_conversations_for_labor_control_was_found_disproportionate_and_not_justified_by_legitimate_interests_violating_the_lawfulness_principle
2371,q36_text_The_defendant_processed_personal_data_without_consent_violating_Article_6_1_a_GDPR_and_failed_to_provide_clear_cookie_information_and_rejection_mechanisms
2372,q36_text_The_defendant_installed_audio_recording_microphones_in_workplace_areas_including_an_office_and_dining_area_without_legitimate_basis_under_Article_6_GDPR_violating_lawfulness_principle_as_recording_conversations_was_disproportionate_and_intrusive_for_security_and_labor_control_purposes
2373,q36_text_The_defendant_processed_personal_data_without_a_valid_legal_basis_under_Article_6_relying_incorrectly_on_contract_execution_The_security_protocol_under_Article_32_was_inadequate_as_it_failed_to_verify_proper_representation
2374,q36_text_The_defendant_processed_employee_data_via_audio_video_surveillance_without_proving_compliance_with_any_legal_basis_under_Article_6_1_and_violated_the_principle_of_lawfulness_fairness_and_transparency_under_Article_5_1_a
2375,q36_text_The_defendant_processed_biometric_data_without_a_valid_legal_basis_under_Article_9_violating_lawfulness_principles_They_also_failed_to_provide_adequate_information_to_data_subjects_and_lacked_proper_contracts_with_processors
2376,q36_text_The_defendant_processed_biometric_data_without_a_valid_legal_basis_under_Article_9_GDPR_and_violated_the_principle_of_lawfulness_under_Article_5_1_a_by_using_fingerprint_recognition_for_time_control_without_proper_authorization
2377,q36_text_The_defendant_processed_a_minor_s_image_without_parental_consent_violating_Article_6_1_a_GDPR_No_lawful_basis_for_processing_was_established
2378,q36_text_The_defendant_made_an_unsolicited_commercial_call_to_a_data_subject_registered_on_the_Robinson_list_without_proper_legal_basis_violating_the_right_to_object_under_Article_21_GDPR_and_national_telecommunications_law
2379,q36_text_TYPE_Illegal_processing_of_patient_data_in_a_video_without_legal_basis_violating_principles_of_lawfulness_purpose_limitation_data_minimisation_security_and_accountability
2380,q36_text_School_processed_student_personal_data_via_surveys_without_legal_basis_under_Article_6_1_c_violating_Article_5_1_a_lawfulness_principle
2381,isic_section_F
2382,q36_text_Defendant_failed_to_verify_identity_of_SIM_requester_leading_to_unauthorized_processing_without_legal_basis_under_Article_6_GDPR
2383,q36_text_Defendant_installed_video_surveillance_cameras_that_excessively_recorded_public_space_without_proper_signage_violating_data_minimization_and_transparency_principles
2384,q36_text_Defendant_installed_video_surveillance_cameras_in_common_areas_without_legal_basis_under_Article_6_1_and_failed_to_provide_required_information_under_Article_13_violating_principles_of_lawfulness_and_transparency
2385,q36_text_Defendant_installed_video_surveillance_cameras_capturing_images_of_common_areas_and_neighbors_private_spaces_without_authorization_violating_data_minimization_principle_by_collecting_excessive_personal_data_beyond_what_was_necessary_for_security_purposes
2386,q36_text_Defendant_installed_video_surveillance_cameras_capturing_images_beyond_private_property_violating_data_minimization_principle_under_Article_5_1_c_GDPR_by_processing_excessive_personal_data_not_strictly_necessary_for_security_purposes
2387,q36_text_Defendant_installed_video_surveillance_cameras_capturing_excessive_images_of_public_roads_and_private_areas_without_justification_violating_data_minimization_principle_and_failed_to_provide_required_information_to_data_subjects
2388,q36_text_Defendant_installed_video_surveillance_cameras_capturing_disproportionate_images_of_public_space_without_adequate_information_posters_violating_data_minimization_principle_under_Article_5_1_c_GDPR
2389,q36_text_Defendant_failed_to_respond_to_data_subject_s_access_request_regarding_medical_history_violating_Article_15_GDPR_and_security_accountability_principles_by_ignoring_both_the_request_and_subsequent_Agency_requirements
2390,q36_text_Defendant_processed_GPS_data_without_legal_basis_failed_to_inform_data_subject_used_excessive_storage_and_lacked_less_intrusive_alternatives_for_timekeeping_purposes
2391,q36_text_Defendant_failed_to_provide_adequate_privacy_policy_information_on_multiple_website_forms_collecting_personal_data_violating_Article_13_transparency_requirements
2392,q36_text_Defendant_failed_to_provide_adequate_information_under_Article_13_and_obtained_invalid_generic_consent_for_multiple_purposes_under_Article_7_violating_transparency_and_purpose_limitation_principles
2393,q36_text_Defendant_failed_to_provide_adequate_information_to_data_subjects_at_the_time_of_data_collection_violating_Article_13_GDPR_specifically_regarding_transparency_and_lawful_processing_principles
2394,q36_text_Defendant_failed_to_implement_appropriate_technical_and_organizational_security_measures_including_mandatory_multi_factor_authentication_and_effective_monitoring_leading_to_a_credential_stuffing_attack_that_compromised_sensitive_genetic_and_health_data
2395,q36_text_Defendant_failed_to_facilitate_data_subject_s_right_to_erasure_by_not_processing_requests_made_via_non_standard_channels_violating_accountability_and_security_principles_under_Article_5_2_and_Article_12_GDPR
2396,q36_text_Defendant_failed_to_delete_complainant_s_data_after_erasure_request_and_continued_processing_for_advertising_violating_storage_limitation_security_and_accountability_principles_under_Article_5
2397,q36_text_Defendant_lacked_consent_mechanism_for_data_processing_and_failed_to_provide_adequate_privacy_policy_information_as_required_by_Articles_6_and_13_GDPR
2398,q36_text_Defendant_processed_biometric_fingerprint_data_without_legal_basis_under_Article_9_GDPR_violating_principles_of_lawfulness_fairness_transparency_security_and_accountability_by_failing_to_conduct_DPIA_or_maintain_RAT
2399,q36_text_Defendant_failed_to_conduct_a_DPIA_for_high_risk_biometric_data_processing_and_relied_on_invalid_opt_out_consent_violating_Article_35_1_and_consent_requirements
2400,q36_text_Defendant_processed_complainant_s_bank_data_without_legal_basis_charging_fees_without_consent_after_employment_ended_violating_Article_6_1_GDPR
2401,q36_text_Defendant_processed_criminal_record_data_without_legal_authorization_under_Article_10_GDPR_relying_on_invalid_consent_and_legitimate_interests_DPA_found_no_legal_basis_justified_the_processing_of_such_sensitive_data
2402,q36_text_Defendant_processed_complainant_s_phone_number_in_WhatsApp_group_without_consent_or_any_other_lawful_basis_under_Article_6_GDPR_violating_lawfulness_principle
2403,q36_text_Defendant_processed_complainant_s_personal_data_without_legal_basis_by_transferring_it_to_Iberdrola_Clientes_due_to_a_salesperson_error_violating_Article_6_GDPR_lawfulness_principle
2404,q36_text_Defendant_processed_complainant_s_personal_data_for_advertising_without_legal_basis_violating_Article_6_1_GDPR_by_lacking_consent_or_other_lawful_grounds
2405,q36_text_Defendant_processed_complainant_s_personal_data_by_forging_signatures_on_consent_documents_for_commercial_purposes_and_profiling_violating_Article_6_1_GDPR_lawfulness_principle
2406,q36_text_Defendant_processed_complainant_s_data_without_legal_basis_failed_to_prove_consent_or_contract_for_January_2022_processing_after_complainant_had_withdrawn_from_services
2407,q36_text_Defendant_processed_claimant_s_personal_data_without_valid_consent_for_mobile_line_and_bank_details_failing_to_prove_legitimacy_for_change_of_ownership_and_direct_debit_authorization
2408,q36_text_Defendant_processed_claimant_s_bank_account_data_without_any_lawful_basis_under_Article_6_GDPR_failed_to_ensure_data_accuracy_and_violated_right_to_erasure_by_not_fully_deleting_unlawfully_processed_data
2409,q36_text_Defendant_processed_claimant_s_personal_data_without_legal_basis_under_Article_6_1_GDPR_as_claimant_did_not_consent_to_or_have_a_contract_for_one_policy_where_they_were_listed_as_policyholder
2410,q36_text_Defendant_processed_claimant_s_personal_data_without_legal_basis_due_to_identity_theft_in_service_contracting_violating_Article_6_1_GDPR
2411,q36_text_Defendant_processed_claimant_s_personal_data_without_legal_basis_after_identity_theft_led_to_fraudulent_loan_application_failed_to_verify_contractor_identity_or_prove_legitimacy_of_processing
2412,q36_text_Defendant_processed_claimant_s_personal_data_without_any_legal_basis_sending_electronic_invoice_notifications_after_data_deletion_request_and_previous_sanctions_for_same_conduct_violating_Article_6_1_GDPR
2413,q36_text_Defendant_processed_claimant_s_personal_data_without_any_legal_basis_under_Article_6_1_GDPR_as_the_claimant_was_not_a_customer_and_no_justification_was_provided_for_charging_invoices_to_their_bank_account
2414,q36_text_Defendant_processed_claimant_s_personal_data_without_any_legal_basis_under_Article_6_GDPR_specifically_using_phone_number_for_internal_testing_campaigns_without_consent_or_other_legitimate_grounds
2415,q36_text_Defendant_failed_to_cooperate_with_DPA_by_not_providing_requested_information_violating_Article_31_and_Article_58_1_e_GDPR
2416,q36_text_Defendant_failed_to_adequately_respond_to_data_subject_s_access_and_erasure_requests_violating_Articles_15_and_17_GDPR_The_legitimacy_of_initial_data_processing_was_not_contested_but_the_handling_of_rights_requests_was_deficient
2417,q36_text_Defendant_processed_personal_data_names_and_photographs_without_legal_basis_under_Article_6_GDPR_No_valid_consent_or_legitimate_interests_justification_was_established_for_publishing_identifiable_data_of_three_individuals_in_a_brochure
2418,isic_section_N
2419,q36_text_AEPD_found_Meta_could_not_rely_on_Article_6_1_b_contract_or_any_other_legal_basis_for_processing_user_data_related_to_election_information_features_violating_Article_5_1_a_legality_principle_The_processing_was_deemed_excessive_and_disproportionate
2420,isic_section_S
2421,isic_section_R
2422,isic_section_Q
2423,isic_section_P
2424,isic_section_O
2425,isic_section_MISSING
2426,q36_text_ANPC_processed_personal_data_via_body_cameras_without_any_legal_basis_under_Article_6_violating_Article_5_1_a_lawfulness_principle_No_domestic_law_authorized_such_processing_for_public_interest_tasks
2427,isic_section_M
2428,isic_section_L
2429,isic_section_K
2430,isic_section_J
2431,isic_section_I
2432,isic_section_H
2433,q36_text_AMEX_sent_4_098_841_direct_marketing_emails_without_valid_consent_violating_PECR_Regulation_22_by_misclassifying_them_as_servicing_emails_and_failing_to_honor_opt_outs
2434,q36_text_ATG_violated_Article_6_and_7_3_by_making_withdrawal_more_difficult_than_giving_consent_and_using_misleading_cookie_banner_design_that_prevented_informed_and_freely_given_consent
2435,q36_text_Defendant_disclosed_complainant_s_data_to_third_party_without_legal_basis_under_Article_6_1_and_provided_insufficiently_specific_information_about_recipients_under_Article_13_1_e
2436,q36_text_Dagens_Industri_violated_Article_44_GDPR_by_transferring_personal_data_to_the_US_via_Google_Analytics_without_adequate_safeguards_under_Chapter_V_despite_implementing_measures_like_IP_anonymization_and_cookie_hashing
2437,q36_text_Defendant_disclosed_claimant_s_personal_data_to_a_third_party_without_consent_or_proper_legal_basis_DPA_found_violation_of_Article_6_1_as_legitimate_interests_did_not_prevail_over_data_subject_s_rights
2438,q36_text_Defendant_consulted_claimant_s_credit_data_without_valid_contractual_relationship_violating_Article_6_1_GDPR_lawfulness_principle
2439,q36_text_Defendant_conditioned_consent_for_data_processing_on_exemption_from_banking_fees_violating_Article_7_4_GDPR_by_making_contract_execution_subject_to_consent_not_necessary_for_its_performance
2440,q36_text_Defendant_collected_consent_generically_for_all_processing_purposes_including_commercial_communications_unrelated_to_contract_performance_violating_Article_7_GDPR_Processing_for_contract_execution_was_lawful_under_Article_6_1_b
2441,q36_text_Defendant_charged_a_fee_for_rectifying_a_data_subject_s_name_error_violating_Article_12_5_GDPR_which_requires_free_exercise_of_data_subject_rights_unless_requests_are_manifestly_unfounded_or_excessive_which_was_not_proven
2442,q36_text_Defendant_A_A_A_repeatedly_published_complainant_s_resume_on_Facebook_without_consent_violating_Article_6_1_LOPD_equivalent_to_GDPR_Article_6_The_DPA_found_no_legal_basis_justified_this_processing
2443,q36_text_Controller_processed_employee_images_excessively_via_video_cameras_in_locker_rooms_and_dining_area_for_theft_prevention_consent_invalid_due_to_employer_employee_relationship_and_no_other_legal_basis_established
2444,q36_text_BBVA_used_complainant_s_personal_address_data_for_processing_a_claim_made_on_behalf_of_a_third_party_violating_purpose_limitation_and_security_principles
2445,q36_text_Controller_failed_to_provide_documented_instructions_to_its_processor_regarding_data_processing_violating_Article_28_3_accountability_principle
